gid	RNAkb	gene	firstRPKM	expandedRPKM	finalRPKM	fractionMulti
269180	7.423	Inpp4a	2.48	2.40	1.86	0.01
269181	3.911	Mgat4a	0.52	0.51	0.39	0.00
26919	3.597	Zfp346	6.18	5.97	4.67	0.02
269198	13.435	Nbeal1	0.34	0.34	0.26	0.01
269209	5.235	Stk36	0.09	0.09	0.07	0.00
26921	5.784	Map4k4	4.79	4.44	3.48	0.02
26922	1.689	Mecr	10.26	9.33	7.26	0.01
269224	4.850	Pask	0.07	0.07	0.05	0.00
269233	4.146	9630050M13Rik	1.85	1.75	1.37	0.01
269252	6.459	Gtf3c4	3.22	2.74	2.14	0.02
269254	10.970	Setx	1.26	1.20	0.93	0.00
26926	2.100	Aifm1	13.49	14.33	11.11	0.01
26927	1.128	Foxl2	0.06	0.05	0.08	0.52
269275	4.289	Acvr1c	0.14	0.13	0.10	0.00
269292	4.295	LOC269292	0.01	0.01	0.08	0.90
269295	2.352	Rtn4rl2	0.44	0.35	0.27	0.00
26930	2.856	Ppnr	0.02	0.02	0.04	0.61
26931	5.219	Ppp2r5c	12.68	12.57	9.75	0.01
26932	6.249	Ppp2r5e	7.55	5.93	4.60	0.01
269328	1.726	Muc15	0.00	0.00	0.01	1.00
269336	1.452	Ccdc32	4.87	4.63	3.60	0.01
269338	4.376	Vps39	5.47	5.83	4.54	0.01
26934	3.030	Racgap1	0.77	0.76	0.66	0.11
269344	1.674	Ell3	0.06	0.05	0.04	0.00
269346	3.904	Slc28a2	1.04	1.02	1.77	0.55
269356	3.201	Slc4a11	0.12	0.12	0.09	0.00
26936	9.541	AA536749	18.56	11.31	10.21	0.15
269365	0.546	LOC269365	0.18	0.17	9.82	0.99
269378	2.472	Ahcy	1.71	1.58	23.05	0.95
26938	4.179	St6galnac5	0.07	0.07	0.06	0.09
269389	1.864	LOC269389	0.16	0.15	0.12	0.00
26939	2.978	Polr3e	5.96	6.49	5.02	0.00
269397	4.471	Ss18l1	0.66	0.86	0.68	0.02
26940	1.612	Ecsit	73.73	73.47	57.07	0.01
269400	4.378	Rtel1	0.95	1.07	0.83	0.01
269401	6.159	Gm632	3.94	5.08	3.97	0.01
26941	1.922	Slc9a3r1	2.86	2.76	2.61	0.19
26942	3.635	Spag1	0.13	0.13	0.11	0.06
269423	4.140	3110057O12Rik	1.62	1.57	1.40	0.14
269424	7.400	Phf17	3.44	2.57	2.00	0.01
26943	3.682	Serinc3	80.44	79.34	64.72	0.05
269437	6.256	Plch1	0.01	0.01	0.01	0.00
26944	1.653	Tinag	0.20	0.20	0.15	0.00
26945	1.186	Tpsg1	0.25	0.18	0.14	0.00
26946	3.339	Trpc7	0.03	0.03	0.02	0.00
269470	3.414	Wdr3	2.60	2.84	2.19	0.00
269473	7.112	Lrig2	0.45	0.43	0.34	0.03
26949	2.732	Vat1	12.56	11.97	9.30	0.01
26950	2.048	Vsnl1	0.14	0.15	0.12	0.00
26951	2.845	Zw10	3.16	3.27	2.55	0.01
269513	2.895	E130310K16Rik	0.00	0.00	0.01	1.00
269514	2.479	Fbxl4	9.46	9.32	7.22	0.01
269523	3.242	Vcp	11.00	12.72	75.33	0.87
269529	4.710	Fbxo10	1.24	1.20	0.93	0.01
269536	3.203	Tex10	3.43	3.34	2.58	0.00
269553	0.888	Mrpl48-ps	0.52	0.48	5.80	0.94
269569	0.739	Ppia-ps4_954.1	0.31	0.29	3.25	0.93
269582	4.937	Clspn	0.13	0.13	0.10	0.04
269585	4.166	Zscan20	0.68	0.61	0.48	0.01
269587	6.327	Epb4.1	12.36	9.51	7.38	0.01
269589	1.827	Sytl1	0.86	0.91	0.71	0.02
269593	7.529	Luzp1	1.75	1.63	1.27	0.01
269604	4.907	Gpr157	7.79	7.19	5.62	0.01
269608	4.113	Plekhg5	2.93	3.07	2.38	0.00
26961	0.830	Rpl8	500.12	502.74	433.03	0.10
269610	9.486	Chd5	0.07	0.06	0.05	0.14
269614	2.500	Pank4	13.24	13.83	10.71	0.00
269615	5.794	Plch2	0.13	0.13	0.10	0.04
269623	2.187	C030048B08Rik	2.47	2.27	1.78	0.02
269629	3.115	Lhfpl3	0.01	0.01	0.03	0.74
269630	3.193	BC050254	6.31	5.32	4.15	0.01
269633	1.786	2810046M22Rik	0.20	0.20	0.15	0.00
269637	2.281	Cnpy1	0.01	0.01	0.01	0.00
269639	3.453	Zfp512	3.85	3.62	2.94	0.05
269642	6.529	Nat8l	1.07	1.00	0.79	0.03
269643	4.201	Ppp2r2c	0.14	0.14	0.11	0.05
26965	3.157	Cul1	28.07	28.80	22.25	0.00
26968	2.143	Islr	16.85	15.61	12.11	0.01
269682	4.929	Golga3	7.76	7.70	5.98	0.01
269693	2.582	Ccdc60	0.03	0.02	0.02	0.00
269695	4.370	Tmem118	0.22	0.21	0.17	0.03
26970	0.851	Pla2g2e	0.15	0.14	0.11	0.00
269700	14.631	AU042671	0.72	0.70	0.54	0.00
269701	4.016	Wdr66	0.48	0.45	0.37	0.06
269702	8.825	Mphosph9	0.37	0.41	0.33	0.04
269704	4.078	Zfp664	6.14	5.75	4.63	0.04
26971	2.426	Pla2g2f	0.08	0.07	0.05	0.00
269713	4.995	Clip2	1.36	1.29	1.00	0.01
269717	3.851	Tmem142b	0.27	0.25	0.39	0.50
269718	0.862	LOC269718	0.65	0.60	0.60	0.23
26972	1.702	Spo11	0.02	0.02	0.02	0.00
269774	19.345	Aak1	0.84	0.52	0.41	0.02
269784	3.087	Cntn4	0.00	0.00	0.00	0.00
269788	4.765	Lhfpl4	0.14	0.13	0.11	0.13
269799	1.548	Clec4a1	0.78	0.80	0.68	0.09
269800	3.299	Zfp384	3.21	3.07	5.24	0.55
269810	16.996	LOC269810	0.01	0.01	0.14	0.94
269823	2.526	Pon3	9.33	8.09	6.27	0.01
269831	2.705	Tspan12	3.99	3.71	2.89	0.01
269846	1.004	Tcrb-V13	0.16	1.45	1.12	0.00
269854	1.976	Nat14	1.42	1.00	0.77	0.00
269855	4.260	A430110N23Rik	2.07	2.06	1.59	0.00
269859	0.526	LOC269859	0.00	0.00	0.27	1.00
269862	0.954	Olfr1349	0.00	0.00	0.00	0.00
26987	5.193	Eif4e2	10.85	10.66	8.60	0.04
269870	3.210	Zfp446	0.89	0.82	0.65	0.02
269878	10.676	Megf8	3.80	3.60	2.81	0.01
269881	3.801	Map3k10	16.33	15.49	12.03	0.01
269902	3.847	D430014M15	0.06	0.06	0.08	0.44
269919	0.999	Gm660	0.00	0.00	0.00	0.00
26992	2.335	Brd7	27.87	28.85	22.31	0.00
269921	1.219	Mrgprc1-ps	0.00	0.00	0.00	0.00
269941	4.176	Chsy1	0.73	0.68	0.54	0.03
269951	1.674	Idh2	152.39	164.56	127.23	0.00
269952	3.520	D330012F22Rik	0.53	0.52	0.44	0.09
269954	3.010	1700111A04Rik	0.07	0.04	0.03	0.00
269955	2.292	Rccd1	1.88	1.88	1.47	0.01
269959	7.731	Adamtsl3	0.35	0.33	0.26	0.03
269966	5.245	Nup98	3.00	3.10	2.39	0.00
269980	2.621	LOC269980	0.00	0.00	0.00	0.00
269994	3.926	Gsg1l	0.10	0.09	0.07	0.00
269997	2.684	6430604K15Rik	0.45	0.42	0.84	0.61
269999	1.996	Tmem142c	9.11	8.47	6.63	0.02
270004	2.591	Foxi2	0.00	0.00	0.00	0.00
270015	0.493	LOC270015	3.91	3.63	5.97	0.53
270028	3.678	Tmem28	0.02	0.05	0.06	0.40
270035	3.452	D030041N04Rik	0.85	0.81	0.64	0.03
270049	0.912	4930431L04Rik	0.00	0.00	0.00	0.00
270058	3.257	Mtap1s	4.89	4.70	3.72	0.03
270066	3.089	Slc35e1	14.18	13.71	10.74	0.02
27007	3.401	Klrk1	0.07	0.09	0.08	0.16
270076	2.387	Gcdh	17.51	18.29	14.16	0.00
270084	2.800	Aytl1	0.53	0.52	0.40	0.00
270086	5.307	Ogfod1	5.18	5.02	3.93	0.02
270091	2.075	Lrrc36	0.16	0.19	0.15	0.00
270096	5.167	Mon1b	1.11	1.04	0.82	0.02
270097	3.734	AI427515	1.00	0.96	0.74	0.00
270106	0.710	Rpl13	28.15	26.08	323.29	0.94
270109	7.212	E330039K12Rik	0.19	0.18	0.14	0.00
270110	4.532	Irf2bp2	2.36	2.24	1.76	0.02
270118	6.073	Maml2	0.43	0.40	0.32	0.02
270120	18.468	Fat3	0.04	0.03	0.02	0.05
270135	3.972	BC038156	0.92	0.89	0.70	0.03
270148	0.670	LOC270148	0.98	0.90	17.88	0.96
27015	4.226	Polk	2.31	2.25	1.75	0.01
270150	0.676	BC038167	0.00	0.00	0.00	0.00
270151	3.814	Nlrx1	7.76	7.25	5.61	0.00
270152	4.103	Amica1	0.22	0.64	0.49	0.00
270156	3.098	AU019823	2.88	1.54	2.10	0.43
270157	1.074	Gm684	0.67	0.62	0.48	0.00
270160	2.971	Rab39	0.19	0.17	0.13	0.00
270162	2.605	Elmod1	0.06	0.06	0.06	0.16
270163	11.963	Myo9a	0.47	0.46	0.35	0.00
270166	2.851	Clpx	17.06	17.41	14.75	0.09
270185	2.335	BC043934	0.29	0.27	0.24	0.13
270190	4.607	Ephb1	0.32	0.32	0.25	0.02
270192	4.734	Rab6b	2.31	2.22	1.73	0.01
270198	4.060	Pfkfb4	25.06	21.54	16.73	0.01
270201	4.530	Klhl18	3.26	3.16	2.47	0.01
270234	0.465	LOC270234	0.00	0.00	0.00	0.00
27027	1.823	Tspan32	0.59	0.62	0.49	0.03
27028	4.383	Ermap	0.39	0.37	0.29	0.02
27029	4.324	Sgsh	1.79	1.56	1.21	0.00
270328	2.140	9930109F21Rik	0.02	0.01	0.05	0.85
270335	2.960	EG270335	0.01	0.01	0.05	0.84
27041	3.916	RP23-336J1.4	12.22	9.09	17.13	0.59
27045	2.556	Nit1	22.07	13.78	10.76	0.01
27047	1.749	Omd	1.08	1.00	0.80	0.03
27049	5.151	Etv3	2.58	2.44	1.94	0.03
270499	0.468	EG270499	0.00	0.00	0.10	1.00
27050	1.879	Rps3	162.31	165.36	166.08	0.23
27052	2.915	Aoah	0.12	0.15	0.12	0.00
27053	1.927	Asns	3.82	3.95	3.08	0.01
27054	2.752	Sec23b	4.51	4.82	3.72	0.00
27055	2.991	Fkbp9	31.89	31.16	24.56	0.02
27056	2.081	Irf5	1.98	2.04	1.57	0.00
27057	3.577	Ncoa4	0.82	0.88	7.82	0.91
27058	1.348	Srp9	17.50	16.21	35.46	0.65
27059	6.859	Sh3d19	1.52	1.46	1.26	0.11
270596	0.515	LOC270596	0.32	0.29	0.22	0.00
270599	1.040	Gm648	0.00	0.00	0.00	0.00
27060	2.726	Tcirg1	2.57	2.78	2.15	0.00
27061	1.214	Bcap31	40.31	43.06	36.13	0.08
27062	5.694	Cadps	0.06	0.17	0.30	0.56
270624	4.173	9630042H07Rik	0.10	0.09	0.08	0.14
270627	8.060	Taf1	1.14	1.12	0.88	0.01
270665	0.599	LOC270665	0.05	0.05	0.19	0.80
270669	8.006	Mbtps2	1.44	1.62	1.27	0.01
270685	3.669	Mthfd1l	0.56	0.58	0.45	0.01
270711	3.714	4732454E20Rik	0.01	0.01	0.01	0.00
270757	2.312	Bpil2	0.01	0.01	0.01	0.00
27078	0.785	Eppb9	3.21	3.40	2.62	0.00
270802	3.117	BC048403	0.63	0.58	0.45	0.02
27081	6.246	Zfp275	1.21	1.14	0.89	0.01
27083	1.288	Xlr4b	0.00	0.00	0.04	1.00
27084	0.540	Xlr5c	0.00	0.00	0.00	0.00
270893	5.537	Tmem132e	0.07	0.07	0.06	0.13
270906	3.544	Prr11	0.11	0.11	0.12	0.28
27096	1.341	Trappc3	15.97	14.92	13.78	0.17
271005	2.062	Klhdc1	12.49	12.61	9.76	0.00
27103	5.212	Eif2ak4	1.00	1.04	0.81	0.01
271036	3.648	4932415G16Rik	0.00	0.00	0.01	1.00
271047	2.070	Serpina3b	0.06	0.06	0.06	0.20
271127	4.974	Adamts16	0.08	0.08	0.07	0.07
271144	3.315	9330128J19Rik	0.38	0.36	0.30	0.07
271171	1.356	Tpi-rs9	0.92	0.85	2.48	0.74
271209	6.759	Rp1l1	0.02	0.02	0.02	0.18
271221	2.548	5031414D18Rik	0.21	0.20	0.15	0.00
271278	2.928	BC024139	0.03	0.02	0.02	0.00
271300	5.791	LOC271300	0.00	0.00	0.01	1.00
271305	3.792	Phf21b	0.08	0.09	0.07	0.00
271374	3.296	LOC271374	0.56	0.51	1.34	0.71
271375	1.750	Cd200r2	0.07	0.07	0.07	0.20
271377	5.780	Zbtb11	1.92	2.00	1.55	0.01
27140	0.876	Tlx3	0.07	0.07	0.05	0.00
271424	2.305	Ihpk3	29.35	28.43	22.01	0.00
271457	2.364	Rab5a	10.79	10.56	14.88	0.45
271505	1.866	EG271505	0.97	1.17	3.39	0.73
271508	2.362	4933408B17Rik	0.03	0.03	0.02	0.00
271521	19.429	Gm1859	0.01	0.01	0.02	0.55
271564	10.893	Vps13a	0.72	0.77	0.60	0.00
271639	5.209	Sacy	0.07	0.08	0.06	0.00
271697	1.721	Als2cr7	0.04	0.05	0.04	0.00
271711	2.815	Tmem169	0.02	0.02	0.02	0.35
27176	1.062	Rpl7a	11.74	11.27	29.35	0.70
271786	6.966	Galnt13	0.01	0.01	0.01	0.46
271788	0.429	LOC271788	0.00	0.00	0.05	1.00
271813	3.778	Agbl2	0.03	0.02	0.03	0.44
271842	2.945	Rpusd2	1.14	1.03	0.80	0.01
271844	3.116	Pla2g4f	0.07	0.07	0.05	0.00
271849	4.820	Shc4	0.35	0.34	0.26	0.00
271887	2.319	BC066135	0.04	0.04	0.03	0.00
271944	1.316	Gm659	0.17	0.16	0.12	0.00
271970	3.809	Arsj	0.11	0.18	1.58	0.91
271981	3.342	A630047E20Rik	0.54	0.67	0.52	0.01
272009	2.939	Srrp	0.01	0.01	0.01	0.00
272027	3.726	BC057893	45.94	12.61	9.75	0.00
272031	3.762	E130309F12Rik	0.01	0.01	0.01	0.45
27204	5.566	Syn3	0.07	0.05	0.04	0.00
27205	5.304	Podxl	9.58	9.10	7.07	0.01
27206	5.490	Nrk	0.05	0.04	0.03	0.00
27207	0.597	Rps11	77.81	82.79	326.53	0.80
27208	0.100	Rnu33	0.98	0.91	0.70	0.00
27209	0.100	Rnu32	4.91	4.55	3.51	0.00
27210	0.100	Rnu34	0.33	0.30	0.23	0.00
27211	0.100	Rnu35a	1.96	1.82	1.40	0.00
27212	0.100	Rnu35b	3.93	3.64	2.81	0.00
27214	2.292	Dbf4	0.31	0.30	0.23	0.00
27215	4.892	Azi2	5.78	5.61	4.84	0.11
272158	2.897	Poln	0.17	0.16	0.12	0.00
27216	0.957	Olfr154	0.00	0.00	0.00	0.00
27217	2.939	Mixl1	0.03	0.31	0.25	0.03
27218	2.688	Slamf1	0.05	0.05	0.04	0.00
27219	2.477	Sgk2	0.03	0.02	0.02	0.00
27220	0.958	Cartpt	0.03	0.03	0.02	0.00
27221	3.308	Chaf1a	0.73	0.73	0.56	0.00
27223	7.637	Trp53bp1	2.27	2.21	1.71	0.00
27224	4.592	Tceb3	19.56	19.08	14.80	0.01
27225	3.139	Ddx24	31.47	29.85	23.10	0.00
27226	1.905	Pla2g7	19.59	20.52	15.93	0.01
272322	1.740	Arntl2	0.24	0.23	0.18	0.00
272347	5.667	Zfp398	0.57	0.57	0.45	0.02
272350	11.577	EG272350	0.02	0.02	0.07	0.77
272359	2.699	Irf2bp1	10.52	9.75	7.55	0.00
272381	3.290	Lrrc4b	0.14	0.12	0.11	0.13
272382	2.786	Spib	0.83	0.80	0.64	0.04
272396	3.176	Tarsl2	23.13	23.60	18.31	0.01
272411	2.367	B3gnt6	0.00	0.00	0.00	0.00
272428	2.666	C730027J19Rik	0.14	0.16	0.12	0.00
272465	1.263	Gm687	1.97	2.06	1.61	0.01
272538	4.409	Tmco7	2.54	2.59	2.00	0.00
272551	1.038	4833427B12Rik	0.50	0.44	0.34	0.00
272589	4.967	Tbcel	3.93	3.79	2.97	0.02
27260	1.566	Plek2	0.29	0.31	0.24	0.00
27261	1.546	Dok3	1.44	1.43	1.10	0.00
27263	1.787	Smok2a	0.00	0.00	0.00	0.00
272633	6.369	LOC272633	0.01	0.07	0.15	0.63
272636	4.491	D9Ertd280e	0.10	0.09	0.07	0.07
272643	1.995	Tessp3	0.03	0.03	0.02	0.00
272667	2.318	Smok4a	0.01	0.01	0.01	0.00
27267	3.258	Cars	11.76	13.01	10.30	0.03
272714	1.760	LOC272714	0.04	0.03	0.29	0.92
27273	3.453	Pdk4	127.54	124.19	96.57	0.01
27274	2.326	Zfp354b	0.45	0.46	0.62	0.42
27275	3.974	Nufip1	2.37	2.46	1.91	0.01
27276	2.203	Plekhb1	43.34	43.87	33.94	0.00
27277	3.390	Golga5	8.41	8.71	6.74	0.00
27278	1.700	Clnk	0.02	0.02	0.02	0.00
27279	0.960	Tnfrsf12a	12.27	12.15	9.39	0.00
272790	2.205	Magee2	0.01	0.01	0.01	0.00
27280	1.419	Phlda3	192.24	180.14	139.91	0.01
27281	3.103	Hrasls	16.10	14.99	11.66	0.01
27354	2.490	Nbn	6.69	6.86	5.31	0.00
27355	4.037	X99384	4.39	4.40	3.41	0.01
27356	0.660	Insl6	0.55	0.51	0.43	0.08
27357	1.714	Gyg	300.58	293.06	245.63	0.08
27358	0.322	Defb3	0.51	0.47	0.43	0.17
27359	3.724	Sytl4	0.23	0.23	0.18	0.00
27360	4.000	Add3	7.45	7.34	5.69	0.01
27361	0.886	Sepx1	172.83	183.17	141.90	0.00
27362	1.865	Dnajb9	16.89	14.51	16.50	0.32
27364	3.167	Srr	9.14	6.64	5.14	0.00
27366	5.756	Txnl4	17.22	16.84	13.70	0.05
27367	1.947	Rpl3	1.41	1.46	14.35	0.92
27368	4.336	Tbl2	2.40	2.32	1.79	0.00
27369	1.032	Dguok	12.43	12.51	9.69	0.00
27370	0.418	Rps26	158.71	147.03	340.58	0.67
27371	5.313	Sh2d2a	0.14	0.14	0.12	0.08
27372	0.823	Prlpj	0.00	0.00	0.00	0.00
27373	4.496	Csnk1e	13.52	9.28	7.29	0.02
27374	2.584	Prmt5	20.47	22.15	17.31	0.01
27375	3.031	Tjp3	0.25	0.32	0.25	0.00
27376	1.970	Slc25a10	9.40	9.74	7.52	0.00
27377	4.373	Yme1l1	8.89	8.64	6.75	0.01
27378	1.045	Tcl1b3	0.00	0.00	0.00	0.00
27379	1.026	Tcl1b1	0.00	0.00	0.00	0.00
27380	1.031	Tcl1b4	0.00	0.00	0.00	0.00
27381	1.009	Tcl1b2	0.00	0.00	0.00	0.00
27382	1.041	Tcl1b5	0.00	0.00	0.00	0.00
27384	1.197	Akr1c13	0.30	0.28	0.43	0.50
27385	4.662	Magel2	0.01	0.01	0.01	0.00
27386	2.778	Npas3	0.04	0.03	0.03	0.27
27387	3.240	Sh2d3c	4.29	4.21	3.26	0.00
27388	2.172	Ptdss2	13.27	13.66	10.60	0.01
27389	2.420	Dusp13	71.20	69.25	53.67	0.01
27390	2.886	Mmel1	0.05	0.04	0.04	0.21
27392	4.992	Pign	0.65	0.73	1.32	0.57
27393	1.773	Mrpl39	12.16	12.96	10.02	0.00
27395	2.470	Mrpl15	22.40	28.67	23.88	0.07
27397	6.712	Mrpl17	11.77	11.31	8.79	0.01
27398	1.012	Mrpl2	101.82	105.83	81.68	0.00
27399	4.996	Ihpk1	12.94	10.92	8.45	0.00
27400	1.459	Hsd17b6	0.00	0.00	0.00	0.00
27401	8.187	Skp2	0.07	0.06	0.05	0.00
27402	2.502	Pdhx	28.63	28.21	23.03	0.06
27403	6.594	Abca7	1.68	1.78	1.38	0.01
27404	5.312	Abca8b	1.76	1.84	1.50	0.06
27405	3.034	Abcg3	0.12	0.14	0.11	0.00
27406	3.288	Abcf3	19.42	21.25	16.41	0.00
27407	2.547	Abcf2	54.55	53.27	55.62	0.26
27409	2.263	Abcg5	0.01	0.01	0.01	0.00
27410	6.453	Abca3	2.28	2.28	1.82	0.03
27411	4.573	Slc14a2	0.03	0.03	0.02	0.00
27412	2.640	Peg12	0.16	0.15	0.19	0.38
27413	4.895	Abcb11	0.01	0.01	0.01	0.00
27414	1.429	Sergef	1.24	1.27	1.00	0.02
27416	7.031	Abcc5	5.07	4.68	3.63	0.01
27418	6.192	Mkln1	11.29	8.13	6.29	0.00
27419	2.427	Naglu	3.67	3.63	2.81	0.00
27421	4.957	Abcc6	0.02	0.02	0.02	0.00
27425	3.284	Atp5l	7.89	5.94	45.95	0.90
27426	2.245	Nagpa	5.17	5.13	3.95	0.00
27428	7.739	Shroom3	0.30	0.29	0.23	0.01
27493	2.803	D0Kist2	0.00	0.00	0.00	0.00
27494	7.440	Amot	5.44	4.89	3.80	0.01
27528	2.021	D0H4S114	47.36	45.06	35.20	0.01
27632	1.880	Rdbp	6.19	6.25	4.88	0.01
27643	2.464	Ubl4	65.32	43.12	33.37	0.00
27660	6.274	1700088E04Rik	3.11	2.34	1.82	0.01
276742	1.077	Taar7e	0.00	0.00	0.00	0.00
276770	1.296	Eif5a	119.29	117.15	209.84	0.57
276809	1.604	LOC276809	0.00	0.00	0.01	1.00
27681	0.947	Snf8	14.06	14.72	18.17	0.38
276829	3.954	D130058I21Rik	136.46	94.95	73.69	0.01
276846	2.488	Pigs	5.27	5.38	5.56	0.25
276852	2.198	D11Wsu47e	1.91	1.82	1.41	0.01
276865	0.936	Olfr1371	0.00	0.00	0.00	0.00
276891	2.175	Timd4	0.71	0.71	0.56	0.02
276905	2.249	Armc7	1.19	0.97	0.75	0.00
276919	3.388	Gemin4	1.92	1.80	1.73	0.20
276920	0.785	Ccdc42	0.08	0.08	0.06	0.00
276941	1.530	RP23-248G11.1	0.06	0.06	0.09	0.50
276950	3.999	Slfn8	0.13	0.12	0.13	0.27
276952	4.161	Rasl10b	0.30	0.28	0.22	0.03
277010	3.798	Marveld1	3.52	3.93	3.29	0.08
277089	13.119	EG277089	0.03	0.03	0.05	0.54
277146	0.390	Gm701	0.08	0.08	0.06	0.00
277154	7.531	BC030046	0.47	0.45	0.35	0.02
277203	1.253	Tm4sf19	0.47	0.44	1.14	0.70
277225	1.709	Ldha-ps3	1.93	1.79	11.79	0.88
277250	7.112	Jmjd1b	3.75	3.69	2.93	0.03
277328	4.263	Trpa1	0.00	0.01	0.01	0.00
277333	4.909	EG277333	3.65	3.36	3.96	0.35
277343	1.794	Wfdc8	0.22	0.24	0.21	0.12
277345	0.708	Wfdc16	1.43	1.41	1.09	0.00
277353	1.998	Tcfl5	0.10	0.06	0.05	0.00
277360	6.530	BC067047	1.98	2.07	1.61	0.01
277396	4.511	Klhl23	5.19	4.86	3.81	0.02
277414	2.860	Trp53i11	2.40	2.17	1.71	0.02
277432	1.274	Gm691	0.19	0.19	0.16	0.11
277463	6.293	Gpr107	7.52	5.65	4.38	0.01
277468	2.670	Slc39a12	0.02	0.02	0.02	0.36
277496	0.716	4930526D03Rik	0.00	0.00	0.00	0.00
27756	1.500	Lsm2	7.75	6.04	4.87	0.04
277562	0.918	Olfr1286	0.00	0.00	0.00	0.00
277589	0.970	LOC277589	0.44	0.41	0.58	0.46
27762	4.313	D17H6S56E-3	3.68	3.43	2.68	0.01
277666	1.510	LOC277666	0.00	0.00	0.00	0.00
277667	1.872	LOC277667	0.00	0.00	0.00	0.00
277668	8.714	LOC277668	0.00	0.00	0.00	1.00
277692	1.521	LOC277692	0.75	0.58	2.87	0.84
277707	1.585	LOC277707	0.35	0.33	0.64	0.60
277743	1.399	Gm693	0.14	0.15	0.12	0.00
277744	0.674	Gm694	0.34	0.31	0.24	0.00
277753	2.422	Cyp4a12	0.03	0.03	0.04	0.45
277771	20.987	LOC277771	0.00	0.00	0.00	0.00
277773	2.112	BC049635	0.04	0.04	0.03	0.00
27784	3.464	Commd8	4.45	4.33	3.37	0.01
277854	6.217	Depdc5	1.62	1.68	1.30	0.00
277898	2.520	9830102E05Rik	1.11	1.00	0.78	0.01
277899	0.912	Gm725	0.00	0.00	0.00	0.00
277935	0.945	Olfr519	0.03	0.03	0.02	0.00
277939	7.811	AU020772	0.98	0.99	0.77	0.01
277973	5.222	Slc9a5	0.29	0.28	0.22	0.00
277978	3.041	Exoc3l	1.17	1.05	0.81	0.00
27801	4.868	Zdhhc8	6.73	6.53	5.08	0.01
278087	1.035	EG278087	0.00	0.00	0.00	0.00
278097	2.027	Armcx6	0.50	0.48	0.62	0.41
278167	1.035	EG278167	0.00	0.00	0.00	0.00
278174	0.604	Ssxb3	0.00	0.00	0.00	0.00
278180	1.432	Vsig4	0.07	0.06	0.05	0.00
278181	1.971	EG278181	0.00	0.00	0.00	0.00
278203	0.483	Spaca5	0.00	0.00	0.00	0.00
278240	1.306	Spin2	0.08	0.07	0.05	0.00
278255	0.872	BC049702	0.00	0.00	0.00	0.00
278279	6.866	Tmtc2	0.28	0.23	0.18	0.02
278304	2.763	A930006D11Rik	0.14	0.11	0.09	0.09
278507	2.798	Wfikkn2	5.43	5.37	4.15	0.00
278672	2.010	1110051B16Rik	0.00	0.00	0.00	0.00
278676	1.461	AY358078	0.00	0.00	0.05	1.00
278679	2.227	BC085284	0.01	0.01	0.04	0.80
27878	3.280	Tada1l	3.07	2.39	1.84	0.00
278795	2.138	Gm705	0.08	0.07	0.05	0.00
27883	1.471	D16H22S680E	52.51	52.99	41.01	0.00
27886	2.991	Es2el	3.62	3.46	3.12	0.14
279028	4.580	Adamts13	0.03	0.03	0.02	0.00
279029	2.169	Gm711	0.09	0.08	0.06	0.00
279056	8.576	LOC279056	0.22	0.10	0.11	0.31
279067	0.657	LOC279067	1.00	0.92	5.61	0.87
279185	7.641	LOC279185	0.00	0.00	0.00	0.00
279499	3.028	Kctd19	0.09	0.08	0.06	0.00
279561	10.437	Wnk3	0.05	0.05	0.04	0.05
279572	4.014	Tlr13	0.12	0.11	0.08	0.00
279610	1.128	E530001F21Rik	0.00	0.00	0.00	0.00
279618	1.199	Gm715	0.08	0.08	0.06	0.00
27965	2.690	Spg21	5.91	5.91	4.61	0.01
279653	10.507	Pcdh19	0.28	0.31	0.25	0.04
27966	1.537	Rrp9	15.90	18.32	14.17	0.00
27967	3.800	Cherp	6.30	6.28	4.90	0.01
279706	1.153	Gm719	0.11	0.13	0.10	0.00
27973	0.748	Vkorc1	19.29	18.15	13.99	0.00
279766	1.893	Rhbdd3	15.05	14.46	11.17	0.00
27979	2.966	Eif3s9	42.72	40.65	32.42	0.03
27981	2.705	D4Wsu53e	27.50	26.25	20.40	0.01
27984	2.381	Efhd2	4.48	4.34	4.06	0.18
279872	0.383	Trav6-5	0.00	0.00	0.00	0.00
279882	0.673	A130082M07Rik	0.00	0.00	0.00	0.00
27993	2.316	Imp4	5.75	5.52	4.28	0.00
27998	1.011	Exosc5	19.48	19.63	15.16	0.00
27999	2.739	D6Wsu176e	2.94	3.02	2.35	0.01
28000	2.307	Prpf19	80.59	75.35	81.06	0.28
280047	0.715	LOC280047	1.37	1.27	19.34	0.95
28006	4.367	D6Wsu116e	6.09	6.24	4.85	0.01
28010	1.976	D4Wsu114e	6.23	5.66	4.43	0.02
280121	0.609	EG280121	1.24	1.14	8.61	0.90
28014	0.572	D9Wsu149	0.86	0.79	2.89	0.79
28015	2.174	Grinl1a	117.31	112.55	88.74	0.02
28018	4.831	D7Wsu128e	5.18	5.11	4.00	0.02
28019	1.617	Ing4	16.91	17.82	13.77	0.00
28027	3.203	D4Wsu132e	0.79	0.74	0.59	0.04
28028	2.103	Mrpl50	17.36	16.41	13.11	0.03
280287	0.496	Kiss1	0.07	0.06	0.09	0.50
28030	2.598	Gfm1	32.76	34.70	26.81	0.00
28035	2.237	Usp39	11.83	11.99	9.29	0.00
28036	2.121	Larp7	2.31	2.26	2.47	0.29
